	nonstereo_aromatic_smiles	accession	standard_type	organism	pPot	standard_value	chembl_cid	chembl_tid	is_MT
216243	Cc1ccc(NCc2cccn3c(=O)cc(N4CCOCC4)nc23)cc1	O00329	IC50	Homo sapiens	6.1487416512809245	710.0	CHEMBL3585586	CHEMBL3130	True
216336	Cc1ccc(Nc2cc(C)cn3c(=O)cc(N4CCOCC4)nc23)cc1	O00329	IC50	Homo sapiens	6.0	1000.0	CHEMBL3585599	CHEMBL3130	True
217013	Cc1ccc(OCc2cccn3c(=O)cc(N4CCOCC4)nc23)cc1	O00329	IC50	Homo sapiens	6.259637310505756	550.0	CHEMBL3585592	CHEMBL3130	True
217766	Cc1ccc(S(=O)(=O)NCc2cccn3c(=O)cc(N4CCOCC4)nc23)cc1	O00329	IC50	Homo sapiens	6.221848749616356	600.0	CHEMBL3585589	CHEMBL3130	True
217813	Cc1ccc(S(=O)(=O)Nc2cc(-c3sc(NC(=O)C(N)C(C)C)nc3C)cnc2Cl)cc1	O00329	IC50	Homo sapiens	8.494850021680094	3.2	CHEMBL4164334	CHEMBL3130	True
217899	Cc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc3nsnc3c2)cc1	O00329	IC50	Homo sapiens	7.443697499232713	36.0	CHEMBL3218575	CHEMBL3130	True
218177	Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)CC=Cc1cnn2ccc(Br)cc12	O00329	IC50	Homo sapiens	5.4749551929631535	3350.0	CHEMBL3132876	CHEMBL3130	True
218179	Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)Cc1nc(-c2cnn3ccc(Br)cc23)cs1	O00329	IC50	Homo sapiens	7.045757490560675	90.0	CHEMBL3134268	CHEMBL3130	True
218188	Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)N=Cc1cnc2ccc(Br)cn12	O00329	IC50	Homo sapiens	6.040958607678906	910.0	CHEMBL393525	CHEMBL3130	True
218197	Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)N=Cc1cnc2ccccn12	O00329	IC50	Homo sapiens	5.267606240177031	5400.0	CHEMBL239050	CHEMBL3130	True
218199	Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)N=Cc1cncc2ccc(Br)cc12	O00329	IC50	Homo sapiens	5.045757490560675	9000.0	CHEMBL240336	CHEMBL3130	True
218201	Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)N=Cc1cncc2ccccc12	O00329	IC50	Homo sapiens	5.4436974992327105	3600.0	CHEMBL240335	CHEMBL3130	True
218214	Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)c1nc(-c2cnn3ccc(Br)cc23)cs1	O00329	IC50	Homo sapiens	5.809668301829707	1550.0	CHEMBL3134271	CHEMBL3130	False
218215	Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(CCO)N=Cc1cnn2ccc(C#N)cc12	O00329	IC50	Homo sapiens	7.267606240177032	54.0	CHEMBL1928561	CHEMBL3130	True
218308	Cc1ccc2[nH]c(Cc3nc(N4CCOCC4)cc(=O)[nH]3)nc2c1	O00329	IC50	Homo sapiens	5.655607726314889	2210.0	CHEMBL2064337	CHEMBL3130	True
218454	Cc1ccc2c(=O)n(-c3ccccc3)c(C(C)Nc3ncnc(N)c3C#N)nn12	O00329	IC50	Homo sapiens	7.958607314841775	11.0	CHEMBL3963227	CHEMBL3130	False
219306	Cc1ccc2c(c1)C(=O)N(C)c1cnc(Nc3ccc(S(=O)(=O)N4CCC(O)CC4)cc3)nc1N2C	O00329	IC50	Homo sapiens	7.3872161432802645	41.0	CHEMBL3922919	CHEMBL3130	True
219308	Cc1ccc2c(c1)C(=O)N(C)c1cnc(Nc3ccc(S(=O)(=O)N4CCN(C)CC4)cc3)nc1N2C	O00329	IC50	Homo sapiens	5.585026652029182	2600.0	CHEMBL3948672	CHEMBL3130	True
219310	Cc1ccc2c(c1)C(=O)N(C)c1cnc(Nc3ccc(S(N)(=O)=O)cc3)nc1N2C	O00329	IC50	Homo sapiens	7.522878745280337	30.0	CHEMBL3950648	CHEMBL3130	True
219314	Cc1ccc2c(c1)C(=O)N(C)c1cnc(Nc3cccc(S(=O)(=O)N4CCC(O)CC4)c3)nc1N2C	O00329	IC50	Homo sapiens	8.68837535480105	2.05	CHEMBL3959351	CHEMBL3130	True
219320	Cc1ccc2c(c1)C(=O)N(C)c1cnc(Nc3cccc(S(=O)(=O)N4CCN(C)CC4)c3)nc1N2C	O00329	IC50	Homo sapiens	7.292429823902062	51.0	CHEMBL3986648	CHEMBL3130	True
219322	Cc1ccc2c(c1)C(=O)N(C)c1cnc(Nc3cccc(S(N)(=O)=O)c3)nc1N2C	O00329	IC50	Homo sapiens	7.1191864077192095	76.0	CHEMBL3913941	CHEMBL3130	True
220053	Cc1ccc2nc(Cc3nc(N4CCOCC4)cc(=O)[nH]3)oc2c1	O00329	IC50	Homo sapiens	5.944239535312265	1137.0	CHEMBL2064408	CHEMBL3130	True
220753	Cc1cccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)c1	O00329	IC50	Homo sapiens	5.398157210217904	3998.0	CHEMBL2326971	CHEMBL3130	True
220818	Cc1cccc(-c2nc(N3CCOCC3)c3sc(CN4CCC(N(C)C)CC4)cc3n2)c1	O00329	IC50	Homo sapiens	5.886056647693162	1300.0	CHEMBL2165668	CHEMBL3130	False
221504	Cc1cccc(C(=O)Nc2cccn3c(=O)cc(N4CCOCC4)nc23)c1	O00329	IC50	Homo sapiens	6.327902142064282	470.0	CHEMBL3585618	CHEMBL3130	True
221755	Cc1cccc(C)c1-n1c(Cn2nc(-c3ccc4[nH]ccc4c3)c3c(N)ncnc32)nc2cccc(F)c2c1=O	O00329	IC50	Homo sapiens	8.065501548756432	8.6	CHEMBL4245221	CHEMBL3130	True
221758	Cc1cccc(C)c1-n1c(Cn2nc(-c3ccc4c(c3)OCO4)c3c(N)ncnc32)nc2cccc(F)c2c1=O	O00329	IC50	Homo sapiens	7.075720713938117	84.0	CHEMBL4238027	CHEMBL3130	False
222315	Cc1cccc(CNc2cc(C)cn3c(=O)cc(N4CCOCC4)nc23)c1	O00329	IC50	Homo sapiens	6.698970004336019	200.0	CHEMBL3585602	CHEMBL3130	True
223390	Cc1cccc(NC(=O)c2cccn3c(=O)cc(N4CCOCC4)nc23)c1	O00329	IC50	Homo sapiens	6.522878745280337	300.0	CHEMBL3585611	CHEMBL3130	True
223468	Cc1cccc(NCc2cccn3c(=O)cc(N4CCOCC4)nc23)c1	O00329	IC50	Homo sapiens	6.091514981121351	810.0	CHEMBL3585585	CHEMBL3130	True
223491	Cc1cccc(Nc2cc(C)cn3c(=O)cc(N4CCOCC4)nc23)c1	O00329	IC50	Homo sapiens	6.327902142064282	470.0	CHEMBL3585598	CHEMBL3130	True
223903	Cc1cccc(S(=O)(=O)Nc2cc(-c3sc(NC(=O)C(N)C(C)C)nc3C)cnc2Cl)c1	O00329	IC50	Homo sapiens	8.221848749616356	6.0	CHEMBL4174988	CHEMBL3130	True
224160	Cc1cccc2c1CCN2C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1	O00329	IC50	Homo sapiens	7.619788758288393	24.0	CHEMBL3112851	CHEMBL3130	True
224282	Cc1cccc2nc(C(C)Nc3ncnc(N)c3C#N)c(-c3ccccc3)c(=O)n12	O00329	Ki	Homo sapiens	8.100329725273209	8.8	CHEMBL2216893_CHEMBL3680925	CHEMBL3130	False
224283	Cc1cccc2nc(C(C)Nc3ncnc(N)c3C#N)c(-c3ccccn3)c(=O)n12	O00329	Ki	Homo sapiens	7.8180812355819285	16.1	CHEMBL3680916_CHEMBL3680924	CHEMBL3130	False
224284	Cc1cccc2nc(C(C)Nc3ncnc4[nH]cnc34)c(-c3ccccn3)c(=O)n12	O00329	Ki	Homo sapiens	7.0958256317158375	80.2	CHEMBL3680926	CHEMBL3130	False
224285	Cc1cccc2nc(C(C)Nc3ncnc4nc[nH]c34)n(-c3ccccc3)c(=O)c12	O00329	Ki	Homo sapiens	8.301029995663981	5.0	CHEMBL3675617	CHEMBL3130	False
224286	Cc1cccc2nc(C(C)n3cnc4c(N)ncnc43)n(-c3ccccc3)c(=O)c12	O00329	Ki	Homo sapiens	8.154901959985743	7.0	CHEMBL2216871	CHEMBL3130	False
224319	Cc1cccc2nc(CNc3ncnc4[nH]cnc34)c(-c3cccc(F)c3)c(=O)n12	O00329	Ki	Homo sapiens	6.148313684557572	710.7	CHEMBL3680907	CHEMBL3130	False
224322	Cc1cccc2nc(Cc3nc(N4CCOCC4)cc(=O)[nH]3)oc12	O00329	IC50	Homo sapiens	5.622511616623868	2385.0	CHEMBL2064409	CHEMBL3130	True
224325	Cc1cccc2nc(Cn3cnc4c(N)ncnc43)n(-c3ccccc3)c(=O)c12	O00329	IC50	Homo sapiens	7.299988937677887	50.12	CHEMBL4090825	CHEMBL3130	False
224326	Cc1cccc2nc(Cn3nc(I)c4c(N)ncnc43)c(-c3cccc(F)c3)c(=O)n12	O00329	Ki	Homo sapiens	7.071092309756048	84.9	CHEMBL3680903	CHEMBL3130	False
224339	Cc1cccc2oc(Cc3nc(N4CCOCC4)cc(=O)[nH]3)nc12	O00329	IC50	Homo sapiens	5.559878396812197	2755.0	CHEMBL2064406	CHEMBL3130	True
224366	Cc1ccccc1-c1c(CSc2ncnc3nc[nH]c23)nc2cccc(C)n2c1=O	O00329	Ki	Homo sapiens	5.012601900862983	9714.0	CHEMBL3680927	CHEMBL3130	False
224369	Cc1ccccc1-c1c(Cn2cnc3c(N)ncnc32)nc2cccc(C)n2c1=O	O00329	Ki	Homo sapiens	5.201832940284062	6283.0	CHEMBL3680904	CHEMBL3130	False
224614	Cc1ccccc1-n1c(C(C)n2cnc3c(N)ncnc32)nc2cccc(C)c2c1=O	O00329	IC50	Homo sapiens	8.549972455324001	3.7845	CHEMBL4069027	CHEMBL3130	False
224621	Cc1ccccc1-n1c(Cn2cc(-c3ccccc3)nn2)nc2cccc(C)c2c1=O	O00329	IC50	Homo sapiens	5.301029995663981	5000.0	CHEMBL4229035	CHEMBL3130	True
224623	Cc1ccccc1-n1c(Cn2nc(-c3cc(O)cc(F)c3)c3c(N)ncnc32)nc2cccc(C)c2c1=O	O00329	IC50	Homo sapiens	9.154901959985743	0.7	CHEMBL1213084	CHEMBL3130	True
224625	Cc1ccccc1-n1c(Cn2nc(-c3ccc4[nH]ccc4c3)c3c(N)ncnc32)nc2cccc(F)c2c1=O	O00329	IC50	Homo sapiens	7.795880017344077	16.0	CHEMBL4250311	CHEMBL3130	False
224626	Cc1ccccc1-n1c(Cn2nc(-c3ccc4c(c3)OCO4)c3c(N)ncnc32)nc2cccc(F)c2c1=O	O00329	IC50	Homo sapiens	6.974694134735231	106.0	CHEMBL4239740	CHEMBL3130	False
224627	Cc1ccccc1-n1c(Cn2nc(-c3cccc(O)c3)c3c(N)ncnc32)nc2cccc(C)c2c1=O	O00329	IC50	Homo sapiens	8.0	10.0	CHEMBL1241767	CHEMBL3130	False
224628	Cc1ccccc1-n1c(Cn2nc(-c3cnc4ccccc4c3)c3c(N)ncnc32)nc2cccc(F)c2c1=O	O00329	IC50	Homo sapiens	7.0655015487564325	86.0	CHEMBL4246053	CHEMBL3130	False
224828	Cc1ccccc1C(=O)Nc1cccn2c(=O)cc(N3CCOCC3)nc12	O00329	IC50	Homo sapiens	6.568636235841013	270.0	CHEMBL3585617	CHEMBL3130	True
225536	Cc1ccccc1NC(=O)c1cccn2c(=O)cc(N3CCOCC3)nc12	O00329	IC50	Homo sapiens	6.275724130399211	530.0	CHEMBL3585610	CHEMBL3130	True
225554	Cc1ccccc1NCc1cccn2c(=O)cc(N3CCOCC3)nc12	O00329	IC50	Homo sapiens	6.327902142064282	470.0	CHEMBL3585584	CHEMBL3130	True
225834	Cc1ccccc1S(=O)(=O)Nc1cc(-c2sc(NC(=O)C(N)C(C)C)nc2C)cnc1Cl	O00329	IC50	Homo sapiens	7.939302159646387	11.5	CHEMBL4161766	CHEMBL3130	True
225920	Cc1cccnc1-c1c(-c2ccccn2)c(C(C)Nc2ncnc(N)c2C#N)nc2ccc(F)cc12	O00329	IC50	Homo sapiens	7.823908740944319	15.0	CHEMBL3403679	CHEMBL3130	False
226236	Cc1ccn2nc(C(C)Nc3ncnc(N)c3-c3ccc(O)c(F)c3)n(-c3ccccc3)c(=O)c12	O00329	IC50	Homo sapiens	8.356547323513812	4.4	CHEMBL4176794	CHEMBL3130	True
226243	Cc1ccn2nc(C(C)Nc3ncnc(N)c3C#N)n(-c3ccccc3)c(=O)c12	O00329	IC50	Homo sapiens	8.795880017344075	1.6	CHEMBL3897116	CHEMBL3130	True
226275	Cc1ccnc(-c2c(C(C)Nc3ncnc(N)c3C#N)nc3ccccn3c2=O)c1	O00329	Ki	Homo sapiens	6.482625628426756	350.5	CHEMBL3680913_CHEMBL3680921	CHEMBL3130	False
228559	Cc1csc2cc(C(C)Nc3ncnc(N)c3C#N)c(-c3cccc(CC4CCN(C(C)C)CC4)c3)c(=O)n12	O00329	IC50	Homo sapiens	8.79997073344623	1.585	CHEMBL4081062	CHEMBL3130	True
228561	Cc1csc2cc(C(C)Nc3ncnc(N)c3C#N)c(-c3cccc(CCN(C)C)c3)c(=O)n12	O00329	IC50	Homo sapiens	8.599980364934842	2.512	CHEMBL4088952	CHEMBL3130	False
228562	Cc1csc2cc(C(C)Nc3ncnc(N)c3C#N)c(-c3cccc(CN4CCC(N(C)C)CC4)c3)c(=O)n12	O00329	IC50	Homo sapiens	8.0	10.0	CHEMBL4070433	CHEMBL3130	False
228563	Cc1csc2cc(C(C)Nc3ncnc(N)c3C#N)c(-c3cccc(CNCCN4CCOCC4)c3)c(=O)n12	O00329	IC50	Homo sapiens	7.899974269892138	12.59	CHEMBL4091365	CHEMBL3130	False
228564	Cc1csc2cc(C(C)Nc3ncnc(N)c3C#N)c(-c3cccc(OCCN(C)C)c3)c(=O)n12	O00329	IC50	Homo sapiens	8.199970640755865	6.31	CHEMBL4099101	CHEMBL3130	True
228566	Cc1csc2cc(C(C)Nc3ncnc(N)c3C#N)c(-c3ccccc3)c(=O)n12	O00329	IC50	Homo sapiens	9.100015437450608	0.7943	CHEMBL4073594	CHEMBL3130	True
228568	Cc1csc2cc(C(C)Nc3ncnc(N)c3C#N)c(Cc3cccc(CN(C)C)c3)c(=O)n12	O00329	IC50	Homo sapiens	8.79997073344623	1.585	CHEMBL4104746	CHEMBL3130	True
228570	Cc1csc2cc(C(C)Nc3ncnc(N)c3C#N)c(Cc3cccc(CN(C)CC(C)C)c3)c(=O)n12	O00329	IC50	Homo sapiens	8.79997073344623	1.585	CHEMBL4069417	CHEMBL3130	False
228571	Cc1csc2cc(C(C)Nc3ncnc(N)c3C#N)c(Cc3cccc(CN)c3)c(=O)n12	O00329	IC50	Homo sapiens	7.400007822415903	39.81	CHEMBL4092688	CHEMBL3130	True
228573	Cc1csc2cc(C(C)Nc3ncnc(N)c3C#N)c(Cc3cccc(CN4CCC4)c3)c(=O)n12	O00329	IC50	Homo sapiens	8.599980364934842	2.512	CHEMBL4096646	CHEMBL3130	True
228598	Cc1csc2nc(C(C)Nc3ncnc4[nH]cnc34)c(-c3cccc(F)c3)c(=O)n12	O00329	IC50	Homo sapiens	7.9885796945617376	17.2	CHEMBL2216863	CHEMBL3130	True
229636	Cc1nc(-c2cccnc2Nc2cccc3[nH]ccc23)c2[nH]cnc2n1	O00329	Ki	Homo sapiens	6.443697499232713	360.0	CHEMBL2165038	CHEMBL3130	True
229641	Cc1nc(-c2cccnc2Nc2cccc3n[nH]cc23)c2[nH]cnc2n1	O00329	Ki	Homo sapiens	6.455931955649724	350.0	CHEMBL2165037	CHEMBL3130	True
229646	Cc1nc(-c2cccnc2Nc2cccc3n[nH]cc23)c2c[nH]nc2n1	O00329	Ki	Homo sapiens	5.301029995663981	5000.0	CHEMBL2165042	CHEMBL3130	True
229684	Cc1nc(-c2cn3c(n2)-c2cc(-c4ccnn4C4CCCN(C(C)(C)CO)C4)c(F)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	9.442511127607348	0.3645	CHEMBL3704730	CHEMBL3130	False
229685	Cc1nc(-c2cn3c(n2)-c2cc(-c4ccnn4C4CCCN(C(C)C)C4)c(F)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	9.356547323513812	0.44	CHEMBL3704707	CHEMBL3130	False
229686	Cc1nc(-c2cn3c(n2)-c2cc(-c4ccnn4C4CCCN(C5COC5)C4)c(F)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	8.29745494298064	6.855	CHEMBL3704729	CHEMBL3130	False
229687	Cc1nc(-c2cn3c(n2)-c2cc(-c4cnn(C)c4C4CC(N(C)C)CCO4)c(F)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	9.18045606445813	0.66	CHEMBL3704731	CHEMBL3130	False
229688	Cc1nc(-c2cn3c(n2)-c2cc(-c4cnn(C)c4C4CCCN(C(C)C)C4)c(F)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	9.119336838789273	0.965	CHEMBL3704734	CHEMBL3130	False
229689	Cc1nc(-c2cn3c(n2)-c2cc(C(=O)N4CCN(C(C)(C)C)CC4)c(F)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	8.563837352959244	2.73	CHEMBL3704677	CHEMBL3130	False
229690	Cc1nc(-c2cn3c(n2)-c2cc(C(=O)N4CCN(C(C)(C)CO)CC4)c(F)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	8.249491605148652	5.63	CHEMBL3704684	CHEMBL3130	False
229691	Cc1nc(-c2cn3c(n2)-c2cc(C(C)N4CCN(C(C)(C)C)CC4)c(C)cc2OCC3)n(C(C)C)n1	O00329	Ki	Homo sapiens	9.187138045237123	0.6799999999999999	CHEMBL3704698_CHEMBL3704699	CHEMBL3130	False
229692	Cc1nc(-c2cn3c(n2)-c2cc(C(C)N4CCN(C(C)(C)C)CC4)c(F)cc2OCC3)n(C(C)C)n1	O00329	Ki	Homo sapiens	8.863847077798956	1.59	CHEMBL3704693_CHEMBL3704696	CHEMBL3130	False
229693	Cc1nc(-c2cn3c(n2)-c2cc(C(C)N4CCN(C(C)(C)C)CC4)ncc2OCC3)n(C(C)C)n1	O00329	Ki	Homo sapiens	8.637044183852478	2.35	CHEMBL3704701_CHEMBL3704703	CHEMBL3130	False
229694	Cc1nc(-c2cn3c(n2)-c2cc(C(C)N4CCN(C(C)(C)CO)CC4)c(F)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	8.479210896142797	3.76	CHEMBL3704726_CHEMBL3704728	CHEMBL3130	False
229695	Cc1nc(-c2cn3c(n2)-c2cc(C(C)N4CCN(C(C)(C)CO)CC4)ncc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	8.62891247838816	2.365	CHEMBL3704736_CHEMBL3704737	CHEMBL3130	False
229696	Cc1nc(-c2cn3c(n2)-c2cc(C(C)N4CCN(C(C)C)CC4)c(C)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	9.11587709933406	0.7715000000000001	CHEMBL3704714_CHEMBL3704715	CHEMBL3130	False
229697	Cc1nc(-c2cn3c(n2)-c2cc(C(C)N4CCN(C(C)C)CC4)c(F)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	8.732125149857072	1.9	CHEMBL3704721_CHEMBL3704722	CHEMBL3130	False
229698	Cc1nc(-c2cn3c(n2)-c2cc(C(C)N4CCN(C)CC4)c(F)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	8.504455662453552	3.13	CHEMBL3704743	CHEMBL3130	False
229699	Cc1nc(-c2cn3c(n2)-c2cc(C(C)N4CCN(C5COC5)CC4)c(C)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	8.05453141486818	8.82	CHEMBL3704724	CHEMBL3130	False
229700	Cc1nc(-c2cn3c(n2)-c2cc(C(C)N4CCN(CC(C)(C)O)CC4)c(C)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	8.375717904164333	4.21	CHEMBL3704727	CHEMBL3130	False
229701	Cc1nc(-c2cn3c(n2)-c2cc(C(C)N4CCN(CC(C)(C)O)CC4)c(F)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	7.775337953450638	18.65	CHEMBL3704717_CHEMBL3704719	CHEMBL3130	False
229702	Cc1nc(-c2cn3c(n2)-c2cc(C(O)C4CCN(C)CC4)ccc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	7.747146969020108	17.9	CHEMBL3704679	CHEMBL3130	False
229703	Cc1nc(-c2cn3c(n2)-c2ccc(-c4ccnn4C4CC(C)N(C)C(C)C4)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	8.886056647693161	1.3	CHEMBL3704685	CHEMBL3130	False
229704	Cc1nc(-c2cn3c(n2)-c2ccc(-c4ccnn4C4CCCN(C(C)(C)CO)C4)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	9.152058277130283	0.966	CHEMBL3704672	CHEMBL3130	False
229705	Cc1nc(-c2cn3c(n2)-c2ccc(-c4ccnn4C4CCCN(C5(C)COC5)C4)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	8.856985199745905	1.39	CHEMBL3704688	CHEMBL3130	False
229706	Cc1nc(-c2cn3c(n2)-c2ccc(-c4ccnn4C4CCN(C(C)(C)C)CC4)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	8.34008379993015	4.57	CHEMBL3704673	CHEMBL3130	False
229707	Cc1nc(-c2cn3c(n2)-c2ccc(-c4ccnn4C4CCN(C(C)C)CC4)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	8.97469413473523	1.06	CHEMBL3704695	CHEMBL3130	False
229708	Cc1nc(-c2cn3c(n2)-c2ccc(-c4cn(C)nc4C4CCCN(C(C)C)C4)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	9.056505484093897	0.878	CHEMBL3704683	CHEMBL3130	False
229709	Cc1nc(-c2cn3c(n2)-c2ccc(-c4cn[nH]c4C4CCCN(C(C)C)C4)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	9.259786673023443	0.6415	CHEMBL3704735	CHEMBL3130	False
229710	Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnc(C)n4C4CCCN(C(C)C)C4)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	8.186419011431807	6.51	CHEMBL3704708	CHEMBL3130	False
229711	Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1	O00329	Ki	Homo sapiens	9.920818753952377	0.12	CHEMBL2387080	CHEMBL3130	True
229719	Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)C)c4CN4CCN(C)CC4)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	8.476253533188435	3.34	CHEMBL3704681	CHEMBL3130	False
229722	Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C)c4C4CC(N(C)C(C)C)CCO4)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	8.860467813033788	1.479666666666667	CHEMBL3704718	CHEMBL3130	False
229723	Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C)c4C4CC(N(C)C)CCO4)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	9.028956705197249	0.978875	CHEMBL3704694	CHEMBL3130	False
229724	Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C)c4C4CCCCN4CC(C)(C)O)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	9.0695604052333	0.852	CHEMBL3704690	CHEMBL3130	False
229725	Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C)c4C4CCCN(C(C)(C)CO)C4)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	9.415865653032354	0.3973333333333333	CHEMBL3704663	CHEMBL3130	False
229726	Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C)c4C4CCCN(C(C)C)C4)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	9.442953473505213	0.37033333333333335	CHEMBL3704682	CHEMBL3130	False
229727	Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C)c4C4CN(C(C)C)CCO4)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	9.00348832784582	0.992	CHEMBL3704742	CHEMBL3130	False
229728	Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C)c4N4CCN(C)C(C(C)C)C4)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	10.318758762624412	0.048	CHEMBL3704739	CHEMBL3130	False
229738	Cc1nc(-c2cn3c(n2)-c2ccc(-c4ncnn4C4CCN(C(C)(C)C)CC4)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	7.085656842880559	82.1	CHEMBL3704664	CHEMBL3130	False
229739	Cc1nc(-c2cn3c(n2)-c2ccc(-n4ccnc4C4CCCN(C(C)C)C4)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	8.510041520575164	3.09	CHEMBL3704740	CHEMBL3130	False
229740	Cc1nc(-c2cn3c(n2)-c2ccc(N4CCC4C4CCCN(C(C)C)C4)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	9.795880017344077	0.16	CHEMBL3704723	CHEMBL3130	False
229741	Cc1nc(-c2cn3c(n2)-c2ccc(N4CCC4C4CCN(C(C)C)CC4)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	8.832682665251824	1.47	CHEMBL3704692	CHEMBL3130	False
229742	Cc1nc(-c2cn3c(n2)-c2ccc(N4CCC4C4CCN(C)CC4)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	9.268099015769584	0.552	CHEMBL3704689	CHEMBL3130	False
229743	Cc1nc(-c2cn3c(n2)-c2ccc(N4CCCC45CCCN(C(C)C)C5)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	8.818156412055227	1.52	CHEMBL3704720	CHEMBL3130	False
229744	Cc1nc(-c2cn3c(n2)-c2ccc(N4CCCC45CCCN(C)C5)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	9.617207729228053	0.2496666666666667	CHEMBL3704706	CHEMBL3130	False
229745	Cc1nc(-c2cn3c(n2)-c2ccc(N4CCCC4C4CCCN(C)C4)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	8.566302758776839	3.09	CHEMBL3704705	CHEMBL3130	False
229746	Cc1nc(-c2cn3c(n2)-c2ccc(N4CCCC4C4CCN(C(C)C)CC4)cc2OCC3)n(C(C)C)n1	O00329	IC50	Homo sapiens	9.263008488394833	0.5469999999999999	CHEMBL3704669_CHEMBL3704671	CHEMBL3130	False
